,,,,,,,,Dusun 1,,Dusun 2,,Dusun 3,,Dusun 4,,Dusun 5,,Dusun 5,,Dusun 6,,,,,DST
ACEH,ACEH UTARA,Matangkuli,Beurancan Pirak,97.252625,5.001141,√,,MATA IE,Berlistrik PLN,TABINA JAYA,Berlistrik PLN,TEUNGOH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Beuringen Pirak,97.272369,5.017675,√,,SERBA JAMAN,Berlistrik PLN,TGK CHIK DI TUNONG,Berlistrik PLN,TGK DI MADON,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Blang Kuta,97.260359,4.994384,√,,DI MUKMIN,Berlistrik PLN,TGK DI MEULU,Berlistrik PLN,TGK DI REUDEUP,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Blang Matangkuli,97.275723,5.032425,√,,GEULANGGANG,Berlistrik PLN,PENDDIDIKAN,Berlistrik PLN,AIR BERSIH,Berlistrik PLN,MAKMUR,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Blang Supeng,97.252319,4.994442,√,,TEUNGOH,Berlistrik PLN,TGK DI KULI,Berlistrik PLN,TGK DI MULIENG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Ceubrek Pirak,97.26942,5.020688,√,,BAROH,Berlistrik PLN,TEUNGOH,Berlistrik PLN,TEUNONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Dayah Baro,97.260093,5.027372,√,,SEDANG,Berlistrik PLN,ULEI KUTA,Berlistrik PLN,ULEI RIWEUK,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Geulumpang VII,97.300247,5.052082,√,,KUTA TRIENG,Berlistrik PLN,SELANGA,Berlistrik PLN,TGK DIARA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Hagu,97.26913,5.031147,√,,DAMAI,Berlistrik PLN,MAKMUR,Berlistrik PLN,SERDANG,Berlistrik PLN,TAQWA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Jeumpa Geulumpang VII,97.297681,5.046818,√,,GAROT,Berlistrik PLN,TGK SYARIF,Berlistrik PLN,KUPULA,Berlistrik PLN,TOK BUNDA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Keude Matangkuli,97.277453,5.03535,√,,ALKHALIFAH,Berlistrik PLN,BABUSSALAM,Berlistrik PLN,PANGLIMA PRANG LHOK,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Kunyet Mulee,97.256002,5.013895,√,,TGK MESJID,Berlistrik PLN,TOK BUNDA,Berlistrik PLN,UTEUN KEMEULU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Lawang,97.276986,5.027234,√,,CUT MEUTIA,Berlistrik PLN,KUTA ASAN,Berlistrik PLN,KUTA MANCANG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Leubok Pirak,97.263541,5.00107,√,,BALE BARO,Berlistrik PLN,MATANG RAYA,Berlistrik PLN,TGK MATA IE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Matang Mee,97.299399,5.033091,√,,ARON,Berlistrik PLN,BEURINGEN,Berlistrik PLN,KELAYU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Matang Munye,97.295639,5.063539,√,,COT ULEE BUE,Berlistrik PLN,TGK DI KULI,Berlistrik PLN,COT TUARA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Matang Peusangan,97.258375,5.005866,√,,HARAPAN,Berlistrik PLN,INGIN JAYA,Berlistrik PLN,TGK CHIK PEUSANGAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Mee,97.273055,5.033557,√,,AIR BERSIH,Berlistrik PLN,CUT MEUTIA,Berlistrik PLN,IE ILEE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Mesjid Pirak,97.266425,5.008103,√,,CUT MEUTIA,Berlistrik PLN,TGK CHIK DI TUNONG,Berlistrik PLN,TGK DI DAYAH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Meunye Pirak,97.276098,5.019847,√,,CUT MEUTIA,Berlistrik PLN,JRAT MANYANG,Berlistrik PLN,TGK DI MADON,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Meuria Matangkuli,97.267069,5.032586,√,,BEURINGIN,Berlistrik PLN,MESJID TUHA,Berlistrik PLN,MERINYA,Berlistrik PLN,TGK KUPRA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Pante Pirak,97.276698,5.009861,√,,KUMBANG,Berlistrik PLN,KUPUGA KARYA,Berlistrik PLN,TABINA JAYA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Parang Sikureung,97.267121,5.036996,√,,MON SIRIBEI,Berlistrik PLN,TGK BATEE PUTEH,Berlistrik PLN,LAM KUTA,Berlistrik PLN,LAMA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Punti Geulumpang VII,97.299271,5.050222,√,,MEUNASAH TUHA,Berlistrik PLN,DAYAH BARO,Berlistrik PLN,BARONA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Punti Matangkuli,"97,279142","5,034778",√,,KUTA KRUENG,Berlistrik PLN,PANYANG SEMBILAN,Berlistrik PLN,KUTA TRIENG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Rayeuk Glang Glong,97.293688,5.040009,√,,TU IBOIH,Berlistrik PLN,BABUSSAADAH,Berlistrik PLN,BANTAYAN,Berlistrik PLN,DIAN,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Rayeuk Matangkuli,97.284069,5.038008,√,,TGK DI BALE,Berlistrik PLN,MON KEULAYU,Berlistrik PLN,DAYAH MUTIARA,Berlistrik PLN,TGK MADAN,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Rayeuk Pirak,97.261363,5.016534,√,,CUT MEUTIA,Berlistrik PLN,TENGKU PANYANG,Berlistrik PLN,TENGKU SAYED,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Seuriweuk,97.250706,5.024547,√,,ALUE AWE,Berlistrik PLN,TEUNGOH,Berlistrik PLN,TGK KARI,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Siren,97.27874,5.022363,√,,AMAR,Berlistrik PLN,PIRAK MAKMUR,Berlistrik PLN,TEPIN PANTAI,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tanjong Babah Krueng,97.286994,5.024777,√,,BABAH KRUENG,Berlistrik PLN,BENTARA,Berlistrik PLN,TGK DI AWAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tanjong Haji Muda,97.280727,5.028097,√,,BLANG,Berlistrik PLN,SEULANGA,Berlistrik PLN,TGK BATEE PUTEH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tanjong Teungku Ali,97.273955,5.03039,√,,MEES TNI,Berlistrik PLN,PENDIDIKAN,Berlistrik PLN,TGK CHIK PAYA BAKONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tanjong Teungku Kari,97.243659,5.030421,√,,LAMKUTA,Berlistrik PLN,MEUSARA,Berlistrik PLN,PULAU JAYA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Teungoh Glumpang VII,97.299782,5.05698,√,,TENGKU DI LEUN,Berlistrik PLN,TGK MANCANG ABI,Berlistrik PLN,HAGU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Teungoh Pirak,97.272206,5.016788,√,,BLANG,Berlistrik PLN,TGK DI DAYAH,Berlistrik PLN,TGK DI GEUDONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Teungoh Seuleumak,97.24156,5.027519,√,,BALE BARO,Berlistrik PLN,TUMPOK MERDU,Berlistrik PLN,TGK IDRIEN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Teupin Keubeu,97.294091,5.028853,√,,CUT MEUTIA,Berlistrik PLN,CUT NYAK DHIEN,Berlistrik PLN,PENDIDIKAN,Berlistrik PLN,SEULANGA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Trieng Teupin Keubeu,97.300028,5.027033,√,,TENGKU LEUBOK,Berlistrik PLN,TGK DI LAYEB,Berlistrik PLN,TGK DI MANCANG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tumpok Barat,97.260375,5.036588,√,,LEUBOK NGA,Berlistrik PLN,MEUNYE,Berlistrik PLN,PULO U,Berlistrik PLN,TEUNGOH,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tumpok Perlak,97.288939,5.037856,√,,BAROH,Berlistrik PLN,ALUE JOK,Berlistrik PLN,MON BAYU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Tutong,97.260377,5.022808,√,,COT ARA,Berlistrik PLN,MURNI,Berlistrik PLN,SWADAYA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Ude,97.279043,5.037148,√,,PENDIDIKAN,Berlistrik PLN,HAGU,Berlistrik PLN,KALIHAWA,Berlistrik PLN,MANE,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Matangkuli,Ujong Kulam,97.292031,5.042093,√,,SELATAN,Berlistrik PLN,TEUNGOH,Berlistrik PLN,UTARA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Barat Paya Itek,97.201214,5.079603,√,,Cot Asan,Berlistrik PLN,Mon Ara,Berlistrik PLN,Tgk. Di Rukam,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Baree Blang,97.162616,5.016383,√,,Alue Kumbang,Berlistrik PLN,Alue Pineung,Berlistrik PLN,Leubok Kliet,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Baroh Kuta Batee,97.198708,5.052906,√,,Batee Timoh,Berlistrik PLN,Cot Mancang,Berlistrik PLN,Tanoh Mirah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Beuringen,97.198021,5.038473,√,,Beuringen Jaya,Berlistrik PLN,Kuta Tuha,Berlistrik PLN,Cot Rambot,Berlistrik PLN,Beuringen Selatan,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Blang Cut,97.207449,5.083062,√,,Mampree,Berlistrik PLN,Paya Meurdi,Berlistrik PLN,Beureegeh,Berlistrik PLN,Batee Rigah,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Blang Reuma,97.210728,5.030246,√,,Mesjid,Berlistrik PLN,Krueng,Berlistrik PLN,Tgk. Di Bayu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ceubrek,97.215481,5.05259,√,,Datang Di Gunong,Berlistrik PLN,Tgk. Di Ceubrek,Berlistrik PLN,Tgk. M Daud,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Dayah Bluek,97.199699,5.102222,√,,Utara,Berlistrik PLN,Tengah,Berlistrik PLN,Selatan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Drien Puntong,97.217976,5.059997,√,,Tgk. Di Hagu,Berlistrik PLN,Sp. Empat,Berlistrik PLN,Jrat Mancang,Berlistrik PLN,Cot Siren,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Gampong Teungoh,97.208842,5.065884,√,,Tgk. Di Hasan,Berlistrik PLN,Tgk. Di Joek,Berlistrik PLN,Tgk. Di Leupe,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Geulumpang,97.213481,5.0869023,√,,Baroe Leumah,Berlistrik PLN,Lampong Weng,Berlistrik PLN,Alu Puuk,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Keeh,97.21556,5.083891,√,,Keude,Berlistrik PLN,Cot Ara,Berlistrik PLN,Lampoh Teube,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Keude Jungka Gajah,97.204127,5.058821,√,,Melati,Berlistrik PLN,Beuringen,Berlistrik PLN,Mawar,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Keude Karieng,97.205942,5.094584,√,,Mutiara,Berlistrik PLN,Fatani,Berlistrik PLN,Rumah Sakit,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Kumbang,97.215699,5.080282,√,,Di Dayah,Berlistrik PLN,Di Hagu,Berlistrik PLN,Drien Payong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Leubok Tuwe,97.19797,5.029161,√,,Meunasah,Berlistrik PLN,Raja Amad,Berlistrik PLN,Pom,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Manyang,97.216497,5.087409,√,,Teupin Geulima,Berlistrik PLN,Bale Kuta,Berlistrik PLN,Tgk. Di Hasan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Mesjid,97.215914,5.075132,√,,Len Pipa,Berlistrik PLN,Jasmali,Berlistrik PLN,Jagari,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Mesjid Bluek,97.204726,5.103784,√,,Utara,Berlistrik PLN,Tengah,Berlistrik PLN,Selatan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Meunasah Mee,97.209208,5.073013,√,,Dimanee,Berlistrik PLN,Keude Blang,Berlistrik PLN,Jrat Kulam,Berlistrik PLN,Cot Bayi,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Meunasah Nga,97.211506,5.069157,√,,Sepeng,Berlistrik PLN,Geulumpang,Berlistrik PLN,Ceubrek,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Meunye Payong,97.20712,5.040798,√,,Batee Puteh,Berlistrik PLN,Cut Geunteng,Berlistrik PLN,Cot Meuh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Meunye Peut,97.211669,5.046529,√,,Tgk. Di Salek,Berlistrik PLN,Alue Ngoem,Berlistrik PLN,Chik Masandang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Meuria Bluek,97.203616,5.101966,√,,Baroh,Berlistrik PLN,Teungoh,Berlistrik PLN,Tunong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Nibong,97.204655,5.060357,√,,Di Tgk. Di Blang,Berlistrik PLN,Di Istiqamah,Berlistrik PLN,Di Cut Pidie,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Paya Bili,97.21038,5.065847,√,,Tunong,Berlistrik PLN,Teungoh,Berlistrik PLN,Baroh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Paya Kambuk,"97,200488","5,069861",√,,Mesjid,Berlistrik PLN,Tgk. Chik,Berlistrik PLN,Cot Seunira,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Paya Sutra,97.17211,5.018072,√,,Drien Parot,Berlistrik PLN,Padang Makmur,Berlistrik PLN,Tgk. Paya Sutra,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Pri Keutapang,97.208677,5.080309,√,,Mutiara,Berlistrik PLN,Meuria,Berlistrik PLN,Cot Keutapang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Pulo Blang,97.193516,5.031485,√,,Matang Baroh,Berlistrik PLN,Kulam Abo,Berlistrik PLN,Leubok Jok,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Pulo Bluek,97.198101,5.099885,√,,Barat,Berlistrik PLN,Baroeh,Berlistrik PLN,Tunong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Pulo Drien Beukah,97.195779,5.058578,√,,Cot Hagu,Berlistrik PLN,Jrat Mancang,Berlistrik PLN,Cot Keutapang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Pulo Kitou,97.222658,5.059774,√,,Paya Rambe,Berlistrik PLN,Di Ganceng,Berlistrik PLN,Di Bayu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Rangkileh,97.203229,5.093013,√,,Abeuk Seuke,Berlistrik PLN,Dayah Tuha,Berlistrik PLN,Muara Jaya,Berlistrik PLN,Mutiara Jaya,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ranto,97.220369,5.040147,√,,Tunong,Berlistrik PLN,Teungoh,Berlistrik PLN,Baroh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Rayeuk Matang,97.209554,5.095505,√,,Teungoh,Berlistrik PLN,Panita,Berlistrik PLN,Tgk. Di Balee,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Rayeuk Paya Itek,97.204124,5.081086,√,,Balee Aron,Berlistrik PLN,Kuta Leupee,Berlistrik PLN,Tu Tunong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Reudeup,97.203407,5.097604,√,,Tgk. Ja,Berlistrik PLN,Tgk. Diminje,Berlistrik PLN,Tgk. Imum Hasan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Rheng Bluek,97.205668,5.107685,√,,Kuta Bluek,Berlistrik PLN,Kuta Geulumpang,Berlistrik PLN,Pulo Blang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Saramaba,97.203065,5.031479,√,,Batee Puteh,Berlistrik PLN,Tgk. Di Mancang,Berlistrik PLN,Krueng Matee,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Tanjong,97.207893,5.091954,√,,Syuhada,Berlistrik PLN,Geulanggang,Berlistrik PLN,Kuta Calong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Teumpok Teungku,97.205566,5.087019,√,,Cot Geulanggang,Berlistrik PLN,Lampoh Kuta,Berlistrik PLN,Lampoh Meuria,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Teungoh Kuta Batee,97.198662,5.048854,√,,Dayah Kuta,Berlistrik PLN,Keumala,Berlistrik PLN,Ule Kuta,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Teungoh Reuba,97.219798,5.066545,√,,Kuta Baro,Berlistrik PLN,Kuta Mane,Berlistrik PLN,Cot Kuda,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Tualang,97.180665,5.017566,√,,Mesjid,Berlistrik PLN,Krueng,Berlistrik PLN,Jambe Kleing,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ubit Paya Itek,97.205214,5.075985,√,,Timur,Berlistrik PLN,Baroh,Berlistrik PLN,Barat,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ujong Reuba,97.220374,5.070292,√,,Tgk. Aulia,Berlistrik PLN,Mns. Tuha,Berlistrik PLN,Tgk. Di Bungo,Berlistrik PLN,Tgk. Di Ujong,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ujung Kuta Batee,97.196711,5.044868,√,,Meunasah,Berlistrik PLN,Tgk. Male,Berlistrik PLN,Tgk. Batee Timoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ulee Ceubrek,97.20799,5.09884,√,,Bak Buloh,Berlistrik PLN,Tgk. Di Kulam,Berlistrik PLN,Lampoh Kubu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Meurah Mulia,Ulee Meuria,97.215552,5.09091,√,,Tgk. Di Hakim,Berlistrik PLN,Tgk. Di Bungong,Berlistrik PLN,Tgk. Dikada,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Cot Seurani,96.919699,5.248496,√,,Bale Baroh,Berlistrik PLN,Cot Leupe,Berlistrik PLN,Bale Tunong,Berlistrik PLN,Bale Kuyun,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Cot Trueng,96.947458,5.255688,√,,Timur,Berlistrik PLN,Barat,Berlistrik PLN,Teungoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Dakuta,96.945812,5.254481,√,,Cot Kuta 1,Berlistrik PLN,Cot Kuta 2,Berlistrik PLN,Cot Kuta 3,Berlistrik PLN,Cot Kuta 4,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Kambam,96.967018,5.253141,√,,Timur,Berlistrik PLN,Barat,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Keude Bungkaih,96.970082,5.257838,√,,Keudee,Berlistrik PLN,Tunong,Berlistrik PLN,Pasi,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Keude Mane,96.913881,5.247164,√,,Kota Timu,Berlistrik PLN,Kota Barat,Berlistrik PLN,Kota Meulaboh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Kuala Dua,96.9178,5.233283,√,,Calok,Berlistrik PLN,Mata Ie,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Mane Tunong,96.913314,5.237956,√,,Lupoen,Berlistrik PLN,Tgk. Bate Timoh,Berlistrik PLN,Tgk. Di Blang,Berlistrik PLN,Tgk. Di Cot,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Meunasah Aron,96.956307,5.255549,√,,Putroe Bambang,Berlistrik PLN,Mata Ie,Berlistrik PLN,Dijiem,Berlistrik PLN,Bahagia,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Meunasah Baro,96.931228,5.251258,√,,Timu,Berlistrik PLN,Barat,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Meunasah Drang,96.93538,5.252764,√,,Barat,Berlistrik PLN,Timur,Berlistrik PLN,Mesjid,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Meunasah Lhok,96.926144,5.248441,√,,Baroh,Berlistrik PLN,Tunong,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Meunasah Pinto,96.930405,5.234791,√,,Cot Kuta,Berlistrik PLN,Cot Teungoh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Paloh Awe,96.96468,5.231221,√,,Cot Jabet,Berlistrik PLN,Cot Batee,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Paloh Raya,96.938005,5.232589,√,,Tgk Di Glee,Berlistrik PLN,Tgk Di Asan,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Panigah,96.945958,5.230579,√,,Tgk Di Cat,Berlistrik PLN,Tgk Di Kupula,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Pante Gurah,96.913023,5.243195,√,,Tunong,Berlistrik PLN,Baroh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Pinto Makmur,96.951165,5.234543,√,,Cot Mesjid,Berlistrik PLN,Cot Teungoh,Berlistrik PLN,Cot Batee,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Reuleut Barat,96.980108,5.239251,√,,Cot Teungoh,Berlistrik PLN,Paloh Bugak,Berlistrik PLN,Paloh Panyang,Berlistrik PLN,Paloh Sawang,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Reuleut Timu,96.992836,5.23779,√,,Mesjid,Berlistrik PLN,Lamkuta,Berlistrik PLN,Timu,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Tanoh Anoe,96.9131512,5.2495136,√,,Cot Kuta,Berlistrik PLN,Cot Teungoh,Berlistrik PLN,Glee Teukoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Teumpok Beurandang,96.93526,5.233565,√,,Lampoh U,Berlistrik PLN,Dusun Teungoh,Berlistrik PLN,Cot Usi,Berlistrik PLN,Balee Wakeuh,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Teupin Banja,96.931794,5.231317,√,,Dusun Teungoh,Berlistrik PLN,Cot Majed,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Muara Batu,Ulee Madon,96.960474,5.256047,√,,Tgk Di Payang,Berlistrik PLN,Tgk Baden,Berlistrik PLN,Tgk Irsyad,Berlistrik PLN,Tgk Yahya,Berlistrik PLN,0,0,0,0,,,,,,
