,,,,,,,,Dusun 1,,Dusun 2,,Dusun 3,,Dusun 4,,Dusun 5,,Dusun 5,,Dusun 6,,,,,DST
ACEH,ACEH UTARA,Nibong,Alue Ie Mirah,97.211282,5.020456,√,,BLANG BARAT,Berlistrik PLN,MELATI,Berlistrik PLN,PAYA BAKONG,Berlistrik PLN,REULEUNG,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Alue Ngom,97.189509,5.013628,√,,DAMAI,Berlistrik PLN,RAJA MAKMU,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Alue Panah,97.183358,5.012108,√,,TGK ALUE NGOM,Berlistrik PLN,TGK HABIB,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Bumban,97.190374,5.006387,√,,KUBU,Berlistrik PLN,MATA IE,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Dayah Nibong,97.253837,5.072441,√,,KUMBANG,Berlistrik PLN,BEURAPET,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Keh Nibong,97.251404,5.070133,√,,TRIENG GADING,Berlistrik PLN,JRAT TUHA,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Keude Nibong,97.255656,5.075477,√,,MAWAR,Berlistrik PLN,DAMAI,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Keulilee,97.237774,5.057965,√,,BLANG,Berlistrik PLN,KEUDE,Berlistrik PLN,MESJID,Berlistrik PLN,TANJONG,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Keupok Nibong,97.255574,5.073941,√,,T. MIDAT,Berlistrik PLN,T. HAKIM,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Maddi,97.198451,5.021805,√,,TGK MEURAH,Berlistrik PLN,TGK SYAREH,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Mamplam,97.236071,5.062858,√,,MEULIWEK,Berlistrik PLN,PAYA,Berlistrik PLN,TGK DIPANYANG,Berlistrik PLN,TGK DIPAYA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Meunye Lhee,97.232948,5.048022,√,,LUKMANUL HAKIM,Berlistrik PLN,TGK DICEBREK,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Nibong Baroh,97.251513,5.083518,√,,GEUCHIK MEUGAT,Berlistrik PLN,TULAM BEUNOT,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Nibong Wakheuh,97.256955,5.07701,√,,TGK DIHAGU,Berlistrik PLN,DATU HANAFIAH,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Paya Terbang,97.241973,5.061358,√,,BALAI KEUDE,Berlistrik PLN,BALAI BULOH,Berlistrik PLN,BALAI PAYA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Ranto,97.227547,5.039669,√,,TEUPIN DAYAH,Berlistrik PLN,KUTA PUNTI,Berlistrik PLN,BEURINGIN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Seulunyok,97.220342,5.028628,√,,KUTA TRIENG,Berlistrik PLN,PURNAMA,Berlistrik PLN,CUT MUTIA,Berlistrik PLN,INTAN MEUCAHYA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Sumbok Rayeuk,97.249093,5.067532,√,,MAKAM SAKDAH,Berlistrik PLN,DAYAH CUT,Berlistrik PLN,MANGGRA,Berlistrik PLN,LAMPOH BULOH,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Tanjong Putoh,97.216572,5.024075,√,,DARUL MUTTAQIN,Berlistrik PLN,DUSUN MELATI,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nibong,Teupin Jok,97.237433,5.075732,√,,KUTA ASAN,Berlistrik PLN,TEUPIN KUTA,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Alue Bili,97.024149,5.143457,√,,BUKET MULIA,Berlistrik PLN,MUE PANDEH,Berlistrik PLN,TEUNGOEH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Binjee,97.030835,5.180943,√,,PULO BUNGONG,Berlistrik PLN,PULO KUMBANG,Berlistrik PLN,PULO DRIEN,Berlistrik PLN,PULO U,Berlistrik PLN,BLANG ALUE,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Blang Crok,97.042558,5.177726,√,,JARIAN,Berlistrik PLN,COT SIBLAH,Berlistrik PLN,MATA IE,Berlistrik PLN,ULEE GUNONG,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Blang Dalam Baroh,97.030602,5.161297,√,,INGIN JAYA,Berlistrik PLN,BINA PERSADA,Berlistrik PLN,PINTO MAKMUR,Berlistrik PLN,KUMBANG JAYA,Berlistrik PLN,LEMBAH PUSARA,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Blang Dalam Geunteng,97.026183,5.157528,√,,TANJONG BALEE,Berlistrik PLN,BUKIT ANTARA,Berlistrik PLN,SAGOE WENG,Berlistrik PLN,KUTA AGAM,Berlistrik PLN,TANJONG KEUMALA,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Blang Dalam Tunong,97.029491,5.158596,√,,GEURUTOE JAYA,Berlistrik PLN,MODAL JAYA,Berlistrik PLN,INGIN JAYA,Berlistrik PLN,BAHAGIA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Blang Karieng,97.013107,5.195906,√,,BLANG KARIENG,Berlistrik PLN,BALE SUKON,Berlistrik PLN,ALUE REHAT,Berlistrik PLN,COT ULIEP,Berlistrik PLN,COT DUA,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Cot Euntung,97.037136,5.169034,√,,COT KUTA,Berlistrik PLN,COT BEURANDAH,Berlistrik PLN,UJONG TIMU,Berlistrik PLN,COT SUKON,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Cot Leupee,97.023723,5.173159,√,,TANJONG BARAT,Berlistrik PLN,UJONG TIMU,Berlistrik PLN,ULEE COT,Berlistrik PLN,ULEE BLANG,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Cot Mambong,97.036673,5.136784,√,,TIMU,Berlistrik PLN,BARAT,Berlistrik PLN,RESETLEMEM,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Cot Mee,97.033707,5.165287,√,,BARAT,Berlistrik PLN,TIMU,Berlistrik PLN,TENGOH,Berlistrik PLN,SEULANGA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Gampong Barat,97.00954,5.172797,√,,KUMBANG,Berlistrik PLN,PATENG,Berlistrik PLN,COT NIBONG,Berlistrik PLN,COT PUTOH,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Gampong Teungoh,97.022714,5.172062,√,,MASTURAH,Berlistrik PLN,JAKRANAH,Berlistrik PLN,SMK,Berlistrik PLN,MINA,Berlistrik PLN,BUKET KURBAN,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Jeulikat,97.010665,5.140021,√,,COT GEULUMPANG,Berlistrik PLN,COT BEURANDANG,Berlistrik PLN,BLANG CUT,Berlistrik PLN,TUTU BUSOE,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Keutapang,97.036581,5.178159,√,,MAS TUHA,Berlistrik PLN,BATEE TIMOE,Berlistrik PLN,PAYA RABO,Berlistrik PLN,AMAN,Berlistrik PLN,PUNTI,Berlistrik PLN,KEUDE,Berlistrik PLN,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Alue,"96,982323","5,152891",√,,ALUE BINJEE,Berlistrik PLN,ALUE TENGOH,Berlistrik PLN,ALUE BARAT,Berlistrik PLN,ALUE MEUH,Berlistrik PLN,ALUE KALA,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Beunot,97.012669,5.17678,√,,LHOK MEUH,Berlistrik PLN,BLANG THOO,Berlistrik PLN,MNS BARO,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Cut,97.016874,5.14701,√,,SEULANGA,Berlistrik PLN,TENGOH,Berlistrik PLN,BAKMAN,Berlistrik PLN,USI,Berlistrik PLN,COT GELASI,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Krueng,97.044671,5.187983,√,,BLANG ALUE,Berlistrik PLN,TANJONG BULOH,Berlistrik PLN,TGK SYAHID,Berlistrik PLN,TANJONG,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Meucat,97.015208,5.170895,√,,UJUNG TIMU,Berlistrik PLN,UJUNG BARAT,Berlistrik PLN,KEUDE,Berlistrik PLN,ARAFAH,Berlistrik PLN,COT SIPAKI,Berlistrik PLN,MESJID,Berlistrik PLN,,,,,,
ACEH,ACEH UTARA,Nisam,Meunasah Rayeuk,97.017662,5.152944,√,,BAHAGIA,Berlistrik PLN,TGK DI COT,Berlistrik PLN,TGK RAZAK,Berlistrik PLN,UNTUNG,Berlistrik PLN,LANGGA,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Paloh Kayee Kunyet,97.006011,5.18911,√,,SIMPANG BALEK,Berlistrik PLN,COT MATA IE,Berlistrik PLN,COT PUTOE,Berlistrik PLN,BLANG LEBEU,Berlistrik PLN,COT KETAPANG,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Paloh Mambu,96.982781,5.176379,√,,PANJO IDI,Berlistrik PLN,COT TUNONG,Berlistrik PLN,COT BAROH,Berlistrik PLN,KUBU RAYA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Paloh Mampree,97.003221,5.167844,√,,LEMBAH MULIA,Berlistrik PLN,TUMPOK TEUNGOH,Berlistrik PLN,POLOME,Berlistrik PLN,COT BARAT,Berlistrik PLN,LAMPOH RAYEUK,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Panton,96.988647,5.160746,√,,DARUL AMAN,Berlistrik PLN,NISAM SETIA,Berlistrik PLN,INDAH JAYA,Berlistrik PLN,PANTON LUAS,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Peunayan,97.013938,5.161392,√,,PANTE BAHAGIA,Berlistrik PLN,MUDA SUARA,Berlistrik PLN,BALE TANJONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Seuneubok,97.020727,5.179815,√,,JAYA ILMU,Berlistrik PLN,BAKTI ABRI,Berlistrik PLN,COT KIRAU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Tingkeum,97.01974,5.16082,√,,COT MURONG,Berlistrik PLN,MESJID,Berlistrik PLN,MUARA TIMU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam,Ulee Blang,97.035032,5.192141,√,,BARAT,Berlistrik PLN,TENGAH,Berlistrik PLN,TIMUR,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Alue Dua,96.963721,5.077503,√,,Babussalam,Berlistrik PLN,Blang Rimeh,Berlistrik PLN,Alu Banie,Berlistrik PLN,Sp Kursi,Berlistrik PLN,Sp 4 Sandi,Berlistrik PLN,Banda Kulamat,Berlistrik PLN,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Alue Papeun,96.987901,5.079656,√,,Darul Aman,Berlistrik PLN,Bukit Sejahtera,Berlistrik PLN,Banda Khalifa,Berlistrik PLN,Bintang Kala,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Blang Jrat,96.99804,5.092901,√,,Blang Timu,Berlistrik PLN,Paya Paru,Berlistrik PLN,Rambong Payang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Blang Pohroh,97.006324,5.10544,√,,Cot Glumpang,Berlistrik PLN,Air Terjun,Berlistrik PLN,Kuburan,Berlistrik PLN,Akupun Cambet,Berlistrik PLN,Mon Bor,Berlistrik PLN,Lhok Krueng 1,Berlistrik PLN,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Darussalam,96.992642,5.110815,√,,Tumpok Mesjid,Berlistrik PLN,Usaha Tani,Berlistrik PLN,Pendidikan,Berlistrik PLN,Tengku Meslki,Berlistrik PLN,Baroh Lapan,Berlistrik PLN,0,0,,,,,,
ACEH,ACEH UTARA,Nisam Antara,Seumirah,96.955544,5.098578,√,,LhokDrien,Berlistrik PLN,Keudee,Berlistrik PLN,Balee Gajah,Berlistrik PLN,Sp Rambong,Berlistrik PLN,Sp Paya,Berlistrik PLN,Batee Leusong,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Alue Bieng,97.227753,4.960875,√,,KARYA SETIA,Berlistrik PLN,PALOH SUPENG,Berlistrik PLN,PALOH DOMA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Alue Leukot,97.230928,4.958185,√,,MATA IE,Berlistrik PLN,SETIA,Berlistrik PLN,SIMPANG TIGA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Alue Lhok,97.25968,4.952077,√,,GUNONG I GEUH,Berlistrik PLN,SETIA MAKMUR,Berlistrik PLN,CUT MUTIA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Asan Seuleumak,97.214333,4.971244,√,,BLANG,Berlistrik PLN,BLANG MUNYE,Berlistrik PLN,PANTE SIREN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Ara,97.246638,5.000933,√,,MUNJE,Berlistrik PLN,TEUNGOH,Berlistrik PLN,KUTA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Dalam,97.236394,5.002637,√,,TGK TI,Berlistrik PLN,TEUNGOH,Berlistrik PLN,TGK MATA IE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Gunci,97.229345,4.986079,√,,BAHAGIA,Berlistrik PLN,BARO,Berlistrik PLN,TGK DI NILAM,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Mane,97.226463,4.950823,√,,BLANG KABU,Berlistrik PLN,BLANG LIMENG,Berlistrik PLN,TGK DIMANE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Paku,97.238819,4.997972,√,,KUMBANG,Berlistrik PLN,MAWAR,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Pante,97.1805626,4.9539423,√,,ULET JURONG,Berlistrik PLN,TEUNGOH,Berlistrik PLN,PANTE KIROU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Blang Sialet,97.232335,4.980876,√,,TGK SYEH AHMAD,Berlistrik PLN,MAPRANG KEUDAH,Berlistrik PLN,BATEE TIMOH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Buket Guru,97.234788,4.978812,√,,AMAN,Berlistrik PLN,SEJATI,Berlistrik PLN,UTAMA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Buket Pidie,97.258219,4.963947,√,,TRIENG KUNENG,Berlistrik PLN,WONOSARI,Berlistrik PLN,SIDODADI,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Cempeudak,97.232426,4.991267,√,,MATA IE,Berlistrik PLN,TGK DISAMPANG,Berlistrik PLN,TGK SYIK,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Cot Teufah,97.213031,4.961409,√,,TGK ABU,Berlistrik PLN,TEUNGOH,Berlistrik PLN,ULEI GUNONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Gampong Nga,97.211242,5.069188,√,,ALUE RAMBONG,Berlistrik PLN,SAYED MARJAN,Berlistrik PLN,ULEE TANOH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Geulumpang Pirak,97.243417,4.990264,√,,TGK DIMANE,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Geureughek,97.241907,5.008388,√,,JALAN ASAN,Berlistrik PLN,BLANG BARAT,Berlistrik PLN,BLANG TIMU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Jok,97.239011,5.019104,√,,PANTE GELANGGANG,Berlistrik PLN,MELATI,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Kebon Pirak,97.240261,4.962931,√,,ALUE KEUBON,Berlistrik PLN,KUBURAN,Berlistrik PLN,MESJID,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Keude Paya Bakong,97.228955,4.99452,√,,TANGSI,Berlistrik PLN,AMAL,Berlistrik PLN,TGK SYIK PAYA BAKONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Leuhong,97.226365,4.994453,√,,TGK DI RAMBE,Berlistrik PLN,MATA IE,Berlistrik PLN,COT DRIEN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Lueng,97.193588,4.95929,√,,PAYA PINGAN,Berlistrik PLN,PEUDEUNA,Berlistrik PLN,PERMATA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Mampree,97.225153,4.983815,√,,ILHAM,Berlistrik PLN,KERAMAT,Berlistrik PLN,PADANG MULIA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Matang Panyang,97.222499,4.977389,√,,TGK BATEE BADAN,Berlistrik PLN,BLANG TIMU,Berlistrik PLN,TGK SYEH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Meunye Seuleumak,97.24715,5.01893,√,,TGK DIMUNYE,Berlistrik PLN,PAYA KAMBUEK,Berlistrik PLN,TUMPOK MERDU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Meuria Seuleumak,97.238143,5.012817,√,,COT TEUMEURHEU,Berlistrik PLN,COT PLIENG,Berlistrik PLN,COT ASAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Pante Seuleumak,97.240541,5.015571,√,,ALUE PUTEK,Berlistrik PLN,GRONG-GRONG,Berlistrik PLN,KEURUMBOK,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Paya Meudru,97.255956,4.991826,√,,BABAH KRUENG,Berlistrik PLN,TEUNGOH,Berlistrik PLN,LAPANGAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Peureupok,97.224093,4.956295,√,,KEUDE,Berlistrik PLN,TANJONG LIPAT,Berlistrik PLN,TGK CHIK BATEE RAYA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Pucok Alue Seuleumak,"97,209634","4,965585",√,,BATEI PUTEH,Berlistrik PLN,BUNGKO,Berlistrik PLN,MARAMAGA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Seuneubok Aceh,97.258944,4.957556,√,,BUKET HAGU,Berlistrik PLN,LAPANGAN,Berlistrik PLN,ALUE GAJAH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Simpang,97.245408,5.002546,√,,TGK DI BLANG,Berlistrik PLN,TGK DI PAKEH,Berlistrik PLN,TGK DI SULOE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tanjong Burunyong,97.226631,4.994389,√,,TGK DIKADA,Berlistrik PLN,MESJID,Berlistrik PLN,CUT MUTIA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tanjong Drieng,97.216695,4.97114,√,,BARO,Berlistrik PLN,PANTE RAYEUK,Berlistrik PLN,TGK BATEI PUTEH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tgk. Dibanda Tek-Tek,97.216362,4.964541,√,,NEEK,Berlistrik PLN,TEUNGOH,Berlistrik PLN,BLANG TIMU,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tgk.Dibanda Pirak,97.240057,4.994471,√,,RAJA PUTEH,Berlistrik PLN,TEUNGOH,Berlistrik PLN,KUPULA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tumpok Mesjid,97.254474,5.010436,√,,DISENTANG,Berlistrik PLN,TEUNGOH,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Paya Bakong,Tunong Krueng,97.244723,5.012615,√,,BUNGONG KEUMANG,Berlistrik PLN,COT ARON,Berlistrik PLN,ULE TUNONG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Alue Bungkoh,97.275112,4.993559,√,,TGK DIDAYAH,Berlistrik PLN,MUDA PAHLAWAN,Berlistrik PLN,KEUDE KEBON,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Alue Rimee,97.278404,4.959725,√,,BLANG AMAN,Berlistrik PLN,COT SIREN,Berlistrik PLN,TGK KUBU MUKMIN,Berlistrik PLN,BLANG SIREN,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Ara Ton-Ton Moncrang,97.285137,4.98818,√,,LESTARI,Berlistrik PLN,INDAH,Berlistrik PLN,SEDERHANA,Berlistrik PLN,SOSIAL,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Asan Krueng Kreh,97.309717,5.021434,√,,INGIN JAYA,Berlistrik PLN,MUTIARA,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Beuracan Rata,97.311896,5.022897,√,,BEURINGEN,Berlistrik PLN,SEJAHTERA RATA,Berlistrik PLN,LUENG MEUBEE,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Bili Baro,97.306098,4.986877,√,,CINTA KASIH,Berlistrik PLN,BARONA,Berlistrik PLN,SUKA DAMAI,Berlistrik PLN,SUKA MAKMUR,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Bungong,97.298111,5.020553,√,,SUKA JAYA,Berlistrik PLN,TEUNGOH,Berlistrik PLN,SUKA JADI,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Ceumeucet,97.281776,5.004942,√,,SUKA TEMAN,Berlistrik PLN,TELADAN,Berlistrik PLN,SUKA MAKMUR,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Geulumpang,97.304862,5.022619,√,,NURUL AMAN,Berlistrik PLN,NURUSSALAM,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Keutapang,97.304368,4.995949,√,,BARO,Berlistrik PLN,BLANG TIMU,Berlistrik PLN,LHOK RAMBOT,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Krueng Pirak,97.280744,5.01487,√,,BEN PAHLAWAN,Berlistrik PLN,ULEE TITI,Berlistrik PLN,TEUNGOH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Leupe,97.282085,5.008681,√,,BAHAGIA,Berlistrik PLN,MUTIA,Berlistrik PLN,SEJAHTERA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Matang Keh,97.286414,5.015662,√,,KUTA,Berlistrik PLN,MICHIK,Berlistrik PLN,MUARA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Meunye Tujoh,97.263555,4.995452,√,,BUKET CEUBREK,Berlistrik PLN,KUTA ASAN,Berlistrik PLN,BABUL HUDA,Berlistrik PLN,PUTRA PASEE,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Paya Lueng Jalo,97.293594,4.980155,√,,SUKA MAKMUR,Berlistrik PLN,MULIA SAREE,Berlistrik PLN,SUKA MAKMUR,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Pucok Alue,97.27476,4.991647,√,,TGK CHIK DITUNONG,Berlistrik PLN,TGK CHIK DI BARAT,Berlistrik PLN,TGK CHIK DI LHOK,Berlistrik PLN,TGK CHIK DIRAMBE,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Rayeuk Pange,97.291101,5.018766,√,,PENDIDIKAN,Berlistrik PLN,DAYAH KRUENG,Berlistrik PLN,PAHLAWAN,Berlistrik PLN,TAQWA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Reungkam,97.301221,5.003954,√,,MATANG BAYU,Berlistrik PLN,MEUNASAH,Berlistrik PLN,MATANG TEUNGOH,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Serdang,97.281343,4.97176,√,,SIMPANG TIGA,Berlistrik PLN,ALUE PULO,Berlistrik PLN,ALUE DRIEN,Berlistrik PLN,BARU,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH UTARA,Pirak Timur,Tanjong Seureukuy,97.252754,4.980837,√,,ALUE TEUNGOH,Berlistrik PLN,GENTING BAYU,Berlistrik PLN,ALUE CAPLI,Berlistrik PLN,0,0,0,0,0,0,,,,,,
